original contig name	Isolation source	Completeness	Cenote-taker contig name	Length	Element Name	Topology	Common Viral Domains	ORF caller used	BLASTN result (if any)	GI	ref	taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species	Protein	Coverage	Repetitive
contig_2081	unknown	unknown	NA	1044	not classified sp. cat1979	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2082	unknown	unknown	NA	1044	uncultured bacterium sp. cat1980	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	77133	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	uncultured bacterium	no protein	1	N
contig_2083	unknown	unknown	NA	1044	Flavobacteriales bacterium sp. cat1981	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	1	N
contig_2084	unknown	unknown	NA	1043	dark_matter sp. cat1217	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1217	no protein	1	N
contig_2085	unknown	Partial genome (putative)	ct2_contig_dictionary1201_vs01	1043	Microviridae sp. ct5DJ201	linear	1	Prodigal (meta)	no blastn	971765485	YP_009218537.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	DNA pilot protein VP2	1	N
contig_2086	unknown	unknown	NA	1031	not classified sp. cat1983	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	6	N
contig_2087	unknown	unknown	NA	1043	Bacteroides sp. cat1984	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	not classified	no protein	1	N
contig_2088	unknown	unknown	NA	1052	not classified sp. cat1985	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	3	N
contig_2089	unknown	unknown	NA	1043	Prevotella sp. cat1986	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_209	unknown	Partial genome (putative)	ct2_contig_dictionary1206_vs01	4443	Microviridae sp. ct5ga206	linear	2	Prodigal (meta)	no blastn	906476326	YP_009160360.1	1655651	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4, partial	1	N
contig_2090	unknown	unknown	NA	1043	dark_matter sp. cat1218	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1218	no protein	1	N
contig_2091	unknown	unknown	NA	1036	Bacteroides sp. cat1988	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	not classified	no protein	1	N
contig_2092	unknown	unknown	NA	1042	Zoogloeaceae sp. cat1989	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2008794	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	not classified	not classified	no protein	1	N
contig_2093	unknown	Partial genome (putative)	ct2_contig_dictionary1210_vs01	1042	Siphoviridae sp. ctjtx210	linear	2	Prodigal (meta)	no blastn	971820167	YP_009214140.1	1582151	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	conserved protein of unknown function	1	N
contig_2094	unknown	unknown	NA	1042	unclassified Microviridae sp. cat1991	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	117574	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	not classified	not classified	no protein	1	N
contig_2095	unknown	unknown	NA	1042	Phascolarctobacterium sp. CAG:207 sp. cat1992	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262914	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium sp. CAG:207	no protein	1	N
contig_2096	unknown	unknown	NA	1042	Parabacteroides merdae sp. cat1993	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	46503	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	no protein	1	N
contig_2097	unknown	unknown	NA	1041	Parabacteroides sp. CAG:409 sp. cat1994	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262913	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CAG:409	no protein	1	N
contig_2098	unknown	unknown	NA	1034	dark_matter sp. cat1219	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1219	no protein	6	N
contig_2099	unknown	unknown	NA	1041	dark_matter sp. cat1220	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1220	no protein	1	N
contig_210	unknown	unknown	NA	4441	Bacteroidetes sp. cat1995	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	976	Bacteria	Bacteroidetes	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2100	unknown	unknown	NA	1041	Lachnospiraceae sp. cat1996	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	not classified	no protein	1	N
contig_2101	unknown	unknown	NA	1041	Negativicutes sp. cat1997	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	909932	Bacteria	Firmicutes	Negativicutes	not classified	not classified	not classified	not classified	no protein	1	N
contig_2102	unknown	unknown	NA	1041	dark_matter sp. cat1221	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1221	no protein	1	N
contig_2103	unknown	Partial genome (putative)	ct2_contig_dictionary1221_vs01	1029	Siphoviridae sp. ctq71221	linear	0	Prodigal (meta)	no blastn	53793591	YP_112491.1	294631	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	terminase large subunit	3	N
contig_2104	unknown	unknown	NA	1041	not classified sp. cat1999	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	11	N
contig_2105	unknown	unknown	NA	1041	dark_matter sp. cat1222	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1222	no protein	1	N
contig_2106	unknown	unknown	NA	1041	Tortoise microvirus 13 sp. cat2000	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2583114	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Tortoise microvirus 13	no protein	1	N
contig_2107	unknown	Partial genome (putative)	KM_ct2_RNA198_vs01	1034	Virgaviridae sp. ctzGx198	linear	1	Prodigal (meta)	no blastn	20177427	NP_619742.1	12239	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobamovirus_undefined_species	movement protein	4	N
contig_2108	unknown	unknown	NA	1041	Siphoviridae sp. sp. cat2002	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2170413	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae sp.	no protein	1	N
contig_2109	unknown	unknown	NA	1040	not classified sp. cat2003	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_211	unknown	unknown	NA	4399	Bacteroidales sp. cat2004	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_2110	unknown	unknown	NA	1040	dark_matter sp. cat1223	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1223	no protein	1	N
contig_2111	unknown	Partial genome (putative)	ct2_contig_dictionary1230_vs01	1040	Siphoviridae sp. ctG3R230	linear	1	Prodigal (meta)	no blastn	971746480	YP_009200535.1	1732064	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	glycyl glycine endopeptidase ALE 1 precursor	1	N
contig_2112	unknown	unknown	NA	1034	dark_matter sp. cat1224	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1224	no protein	5	N
contig_2113	unknown	unknown	NA	1039	Clostridium sp. AM16-23 sp. cat2006	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2292008	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM16-23	no protein	1	N
contig_2114	unknown	unknown	NA	1039	dark_matter sp. cat1225	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1225	no protein	3	N
contig_2115	unknown	Partial genome (putative)	ct2_contig_dictionary1234_vs01	1039	CrAss-like virus sp. ctga0234	linear	1	Prodigal (meta)	no blastn	674660375	YP_009052530.1	1211417	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	putative Integration host factor IHF subunit, histone like protein	1	N
contig_2116	unknown	unknown	NA	1039	Flavobacteriales bacterium sp. cat2008	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	1	N
contig_2117	unknown	unknown	NA	1047	dark_matter sp. cat1226	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1226	no protein	1	N
contig_2118	unknown	unknown	NA	1039	Firmicutes sp. cat2009	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1239	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2119	unknown	unknown	NA	1039	Terrabacteria group sp. cat2010	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1783272	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_212	unknown	Partial genome (putative)	ct2_contig_dictionary1239_vs01	4373	Microviridae sp. ctEXC239	linear	2	Prodigal (meta)	no blastn	971765803	YP_009218802.1	1655645	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	1	N
contig_2120	unknown	unknown	NA	1039	Bacteroidales sp. cat2012	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_2121	unknown	unknown	NA	1043	dark_matter sp. cat1227	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1227	no protein	3	N
contig_2122	unknown	unknown	NA	1038	Parabacteroides distasonis sp. cat2013	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	823	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	no protein	1	N
contig_2123	unknown	unknown	NA	1041	Bacillales sp. cat2014	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1385	Bacteria	Firmicutes	Bacilli	Bacillales	not classified	not classified	not classified	no protein	3	N
contig_2124	unknown	unknown	NA	1038	Prevotella sp. cat2015	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_2125	unknown	unknown	NA	1038	not classified sp. cat2016	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_2126	unknown	unknown	NA	1028	dark_matter sp. cat1228	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1228	no protein	6	N
contig_2127	unknown	unknown	NA	1038	Bacteroidales sp. cat2017	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_2128	unknown	unknown	NA	1038	not classified sp. cat2018	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
